input,output
"Look! This is Li Mei's room. What's in her room? Her books are on the desk. This is one of her shoes. Where is the other one? Oh, It's under the desk. She can not find her school bag. Where is it? Oh, It's behind the door. Li Mei can not look after  her things. Her mother often says to her, "" Li Mei , you must look after your things.""
,. (5)","{
""question"": ""Look ! One of Li Mei's shoes is  _"",
""options"": [""under the desk."", ""on the desk."", ""in the desk."", ""at the desk.""],
""answer"": ""A"",
""explanation"": ""The text says 'It's under the desk' referring to one of Li Mei's shoes.""
} 
"
"In London, everyone is busy in the early morning. Some are running to the stations, buses and cars. Some are stopping only to drink a cup of coffee. They usually have no time for breakfast. At about eight thirty, one after another, the shops open for business .Taxis and buses are running in the streets. People work busily all day.
At six o'clock in the evening, people go home quickly from work. Most of the shops closed , but some  are still open. Many people work at night in a big city. In newspaper offices, reporters work hard. Doctors and nurses work in the hospital. Taxis and buses take people around the city all night. Some people are going to the movies. Some people are going to watch  the plays. You can hear people talking, laughing and singing. You can listen to music, too. Every night, there are many people on the sidewalks . Some stop to look at shop windows, but they never buy clothes. Others are waiting for buses and taxis.
Day and night you can find people working and playing in London. A big city never sleeps.","{
""question"": ""In the morning, some people in London are really busy, they don't   _  ."",
""options"": [""have a drink"", ""have breakfast"", ""drive cars"", ""wait for buses""],
""answer"": ""B"",
""explanation"": ""The text says that people in London are too busy in the morning to have breakfast, they only have time for a cup of coffee.""
}"
"Vivi Mac, an amazing artist from France, can use nearly any kind of food to create detailed celebrity portraits .Although she has yet to _ her short-lived work of arts in a proper art gallery, Vivi Mac has already made a name for herself online.
We've seen some amazing food artists in the past, but none are quite like this one .Karen Eland is a master coffee painter, Elisabetta Rogai uses wine as her medium ,Kelly McCollam uses food colouring to recreat classic paintings, but the self-taught Vivi Mac can take anything from chewing gum to milk and turn it into a fantastic portrait  When working with liquids, Mac uses a simple plastic straw and her hands to guide the unusual .mediums around a plastic plate which acts as a painting. Just how she manages to capture the finest facial features  is still a mistery  to me, and I've seen videos of her doing it many times,
Vivi Mac has never attended art school. She only used online resources like blogs and facebook to learn the basics of drawing and painting. She started out working with pens and paper, but soon realized drawing wasn't just creative enough for her. She got into speed  painting and body painting, posting videos of her works on You Tube, but it wasn't until she began experimenting with different kinds of foods that her art got serious coverage. Photos and videos of her eatable celebrity portraits, like Bruce Lee in milk  Ice Cube in crushed ice or Amy Winehouse in wine, became popular on the French inter-webs and changed Vivi Mac into an online celebrity.","{
""question"": ""What is the difference between Vivi Mac and other food artists?"",
""options"": [""She Uses wine as her medium."", ""She is famous for her food website."", ""She turns any kind of food into a portrait"", ""She uses spices to recreate classic paintings.""],
""answer"": ""C"",
""explanation"": ""While other food artists use specific mediums like coffee, wine, or food coloring, Vivi Mac stands out by using almost any kind of food to create detailed celebrity portraits.""
}"
"Sir,
    The majority(=Most) of your readers must have been surprised and shocked to read a letter from Mr.R.Hogg,published in last Wednesday's Herald.Mr.Hogg seems to think that his own convenience and that of motorists in general are the only things that matter in our city.
    I would have supported Mr.Hogg if he had just made suggestions to improve the situation.No doubt his problems would be partly solved if the local government built a multi-storey car park in the city center,instead of encouraging motorists to use public transport.All the same,judging from the tone of Mr.Hogg's letter,I suspect that motorists who are so careless of pedestrians' safety that they would rather park their ears on the pavement than hold up the traffic would probably be too lazy to use a multi-storey car park if they had to walk a few hundred yards to their destination afterwards.
    My main reason for writing,however,is much more important.Does Mr.Hogg realize that,according to figures  showed by the Department of Transport,13,000 people were knocked down in Britain last year because of ears being illegally parked either on the pavement or on crossings? In fact,although the total pedestrian casualty  rate has fallen over the last ten years,there has been an increase in accidents caused when pedestrians have to step out into the mad to avoid parked cars on the pavement and cannot see oncoming traffic.
    I cannot share Mr.Hogg's view that the government have paid little attention to""long-suffering motorists"":and I think the punishment for dangerous parking should be made severe enough to stop all motorists from breaking the law in this way.
A WALKER,
Proudfoot Lane,Carchester","{
""question"": ""The letter above is written in answer to the letter by  _  ."",
""options"": [""art editor"", ""a certain Mr.R.Hogg"", ""some readers"", ""some motorists""],
""answer"": ""B"",
""explanation"": ""The letter refers to Mr.R.Hogg multiple times, and it begins by saying that it is a response to a letter from him published in the Herald. This means that the letter is written in response to Mr.R.Hogg's letter.""
}"
"Contrary to many people believe, highly intelligent children are not necessarily certain to achieve academic success. In fact, so-called gifted students may fail to do well because they are unusually smart. Ensuring that a gifted child reaches his or her potential requires an understanding of what can go wrong and how to satisfy the unusual learning requirements of extremely bright young people.
One common problem gifted kids face is that they, and those around them, place too much importance on being smart. Such an emphasis can encourage a belief that bright people do not have to work hard to do well. Although smart kids may not need to work hard in the lower grades, when the work is easy, they may struggle and perform poorly when the work gets harder because they do not make the effort to learn. If the academic achievement of highly intelligent children remains below average for an extended period, many teachers will fail to recognize their potential. As a result, such students may not get the encouragement they need, further depressing their desire to learn. They may fall far behind in their schoolwork and even develop behavior problems.
IQ is just one element among many in the recipe for success--Children develop well or struggle in school for a host of reasons apart from IQ. These include motivation and persistence, social competence, and the support of family, educators and friends. 
Because highly gifted children solve the most varied thought problems faster and more thoroughly than those with more average talents do, they need additional intellectual stimulation while they wait for the rest of the kids to learn the basics. Two central approaches are used to satisfy the educational needs of such children: acceleration and enrichment. Acceleration means studying material that is part of the standard subjects for older students. Enrichment involves learning information that falls outside the usual subjects.
A child might skip one or more grades as a way of accelerating in school. But being with older children for the entire school day--and perhaps for grade-based extracurricular activities such as sports--can make a child feel inferior in every filed outside of academics. One very bright fourth-grader who had skipped two grades remained far ahead of his classmates intellectually, but as his classmates reached adolescence, his social and other shortcomings became painfully apparent. While acceleration is not an option, or not a good one, enrichment can be. After all, school is not a race but an adventure in learning. As such, the goal is not finishing first but absorbing as much knowledge as possible in the time assigned. Thus, providing opportunities for a child to study topics outside the regular subjects can be at least as valuable as pushing him or her through the required material faster.","{
""question"": ""Which of the following statements do you think is true about the writer?"",
""options"": [
""He is in favor of enrichment rather than acceleration."",
""He is in favor of acceleration rather than enrichment."",
""He speaks highly of both enrichment and acceleration."",
""He thinks neither enrichment nor acceleration is a good choice.""
],
""answer"": ""A"",
""explanation"": ""The writer states that acceleration can make a child feel inferior while enrichment provides opportunities to study topics outside the regular subjects, which he considers as valuable as pushing them through the required material faster.""
}"
"The south and east of the Great Lakes is famous for the huge amounts of snow it receives. When the snow starts to fall every year, people start discussing the phrase ""lake-effect snow"".
Lake-effect snow which is influenced by the movement of cold air over the relatively warm water of the Great Lakes often comes in late autumn and early winter. Because of the at least 20 degrees' difference between the lake water and the overrunning air, it's easy to form huge amounts of snow.
As the cool air crosses the water of Great Lakes, the lowest levels of the atmosphere begin to warm and pick up moisture. This newly warmed atmosphere is lighter than the cold air above it, so it starts rising. As the changed air continues to climb higher and higher, it finally meets much colder atmosphere which changes the moisture into water drops and ice, forming clouds. After this course repeats a number of times, the clouds become heavier and heavier, and then they are changed into snow and fall down.
The most important point that decides the amount of snowfall is the direction of the wind. If the wind runs perpendicularly across the lake, there won't be plenty of time for clouds to develop. However, if the wind runs in the opposite direction, clouds will form easily. The longer the cold air travels over the lake, the more moisture it is able to produce, which leads to a greater amount of snow.
The largest amount of the lake-effect snow was found across the U.P. of Michigan, the northwestern Pennsylvania and the far southwestern and northwestern New York, which are all along the south or east of the Great Lakes. It has been over 100 inches of snowfall in a winter season.","{
""question"": ""The passage is mainly about   _  ."",
""options"": [""the influences of the lake-effect snow for local people"", ""the weight between moisture and atmosphere"", ""how the phrase \""lake-effect snow\"" comes in New York"", ""how the lake-effect snow forms around the Great Lakes""],
""answer"": ""D"",
""explanation"": ""The passage explains the process of how lake-effect snow forms around the Great Lakes. It describes how cold air interacts with warm lake water to create clouds and eventually snowfall. The passage also mentions the factors influencing the amount of snowfall, including wind direction and the length of time the cold air travels over the lake.""
} 
"
"A  At a recent visit to the beautiful Keukenhof flower gardens in Holland, I learned about the practice of topping.As flowers grow, sometimes the growers cut off the tops of the flowers, which they believe causes the plants to invest more energy into flower growth and less into seed production.The expected result is flower buds that will produce higher quality flowers.
This is the same with personal growth.Sometimes when we produce first results in a certain area, it can be helpful to cut them off and throw them away.This can free up energy for a stronger attempt elsewhere instead of settling into the comfort zone of satisfaction with the old results.
After running my computer games business for 10 years and getting satisfying results with it, I decided to drop it and leave that field behind.This freed up my energy to focus on my personal development writing and speaking.If I'd kept running the old business, this would have meant less energy to invest in my new path.
It can be difficult to choose the topping approach because you're taking something that's already reasonably satisfying and cutting it out of your life, in the hopes that something even better will grow in its place.
Do you want to settle where you are right now? If so, then topping is unnecessary.But if you'd like to do better and believe you have a good shot at improvement, just like the flower growers at Keukenhof, then topping is a sensible practice.To free up time and energy for future growth in new directions, you have to drop the merely satisfactory.This gives you a shot at the truly beautiful.
Stepping outside of your comfort zone is by definition an uncomfortable experience, but it can result in a lot more growth than staying put.Though dropping satisfaction to go for more growth is not an easy path to follow, I do find it to be the more beautiful path.","{
""question"": ""The author calls on the readers through the passage to   _  ."",
""options"": [
""settle where they are"",
""drop the truly beautiful"",
""step out of their comfort zone"",
""get rid of the uncomfortable experience""
],
""answer"": ""C"",
""explanation"": ""The passage encourages readers to \""drop the merely satisfactory\"" and \""free up time and energy for future growth in new directions.\"" This means stepping out of their comfort zones, as the author states that \""Stepping outside of your comfort zone is by definition an uncomfortable experience, but it can result in a lot more growth than staying put.\""""
}"
"Scrooge looked around him angrily. It was Christmas and his only friend Jacob Marley, had been dead for seven years. What was there for him to celebrate? He listened with growing anger to the people calling out greetings in the street and _ his nephew Bob Cratchit, who was just ready to go home. ""Merry Christmas, uncle,"" called Bob as he hurried out of the door.
Scrooge sighed. He might just as well go to bed. Aware that he should not waste his candle, he quickly undressed and climbed into bed. But no sooner had he done so than the ghost of Marley, covered in chains, appeared. ""What's the matter, Jacob?"" he asked. ""There are the chains I made in my life,"" answered the ghost. ""I'm forced to wander around with no rest and no peace. I have come here to warn you that if you do not change, this too will be your fate. You will be visited by three spirits. Expect the first one tomorrow when the clock strikes one. Expect the second and the third on the following nights at the same hour."" With that Marley vanished. ""Nonsense!"" he said and going back to bed, fell fast asleep.
When Scrooge awoke it was dark. The clock struck one. At the sound, light flashed into the room and there stood a young boy. ""Who are you?"" asked Scrooge in an unsteady voice. ""I'm the spirit of Christmas past,"" replied the spirit. ""Come with me."" ""Do you remember this?"" he asked. Scrooge did. He heard the happy cries of people, and looking around he found himself, as he used to be, sitting on a chair and reading. It was a Christmas. Suddenly Scrooge watched his younger self joined in a band, dancing and laughing. ""Strange,"" said the spirit, ""that such little things should make people so happy."" The ghost let him go and Scrooge sank down into a deep sleep.
When he awoke again the second night, the clock sounded one again. Before he doubted the second spirit already turned up. The fat and jolly spirit was smiling,""I'm the spirit of Christmas present.""Again Scrooge grasped the spirit's hand and was transported to a small house filled with a number of children and their mother. ""Why, it's my nephew Bob's house,"" cried Scrooge in astonishment. His surprise increased when the door opened and in came Bob carrying a small, sick boy, Tiny Tim. ""Sit down,"" cried Bob to his family. ""Let's have the best Christmas dinner!"" They all began to eat eagerly. Scrooge watched at the happiness and contentment of his poor nephew's family. ""A Merry Christmas to us all!"" cried Bob. ""God bless us everyone!"" added Tiny Tim, who sat very close to his father and Bob held his thin hand tightly. ""No, not for the uncle, but for you and the children. Nobody knows better than you how mean that man is."" exclaimed Bob's wife. ""Spirit,"" cried Scrooge. ""Will Tiny Tim live?"" ""If the future remains the same,"" said the spirit, ""there will be an empty chair next year."" Again the spirit moved Scrooge away, and he fell asleep as he fell back into his bed.
The third night he woke and waited for the hour and the third spirit. This time the spirit didn't come in a flash of light but arrived quietly wearing a black cloth that covered its face and form. ""I'm the spirit of Christmas that is to come."" The spirit pointed and led him to a large stone. It was at the foot of a grave  that was clearly neglected. Scrooge looked closer with trembling fingers and with horror read his own name on the stone. ""Oh, spirit, no, no!"" The spirit's finger remained steady pointing at the grave. ""I will honour Christmas in my heart and try to keep it all the year,"" cried Scrooge in terror. He reached out to hold the spirit's hand, but it slipped away. Scrooge looked around him. he saw he was in his own bed with his own thing around him.
""I have learned from the past, present and the future,"" he rushed to the window and shouted to the boys below: ""What day is it today?"" ""Why, it's Christmas Day,"" they replied in amazement. ""Wonderful,"" cried Scrooge. He rushed to his office to wait for Bob. When he entered, Scrooge pretended to look angry. ""Do you know what day it is, my boy?"" he asked Bob. ""I'm not going to stand for this any longer,"" he continued, ""and so I'm going to raise your salary."" Bob looked amazed. ""A Merry Christmas, Bob,"" cried Scrooge slapping him on the back. ""I want to help you and your family. Let's talk about it this very afternoon.""","{
""question"": ""When did Scrooge meet three spirits?"",
""options"": [""At Christmas Eve."", ""On the 3 different nights before Christmas."", ""On Christmas Day."", ""On the 3 different days before Christmas.""],
""answer"": ""B"",
""explanation"": ""The ghost of Marley told Scrooge that he would be visited by three spirits on three separate nights before Christmas, and each spirit appeared at 1 am on the corresponding night.""
}"
"Swee Lin has an interesting hobby . She collects stamps. She spends a lot of time on her stamp collection  after school hours. She has collected hundreds of stamps from all over the world. They are all in color.
Swee Lin likes stamps with pictures of animals and birds on them. In this way, she learns the names of many animals and birds. She also borrows books on animals and birds from her school library. She learns many things about them.
Sometimes Swee Lin has many stamps of the same kind. She gives them to her friends. They give her other stamps in return.
Swee Lin writes to her friends in many countries. She sends them stamps of her country. In return, they send her stamps of their countries. Swee Lin's father also gives her stamps. He brings them home from his office for her.
Many of Swee Lin's friends collect other things. Some collect coins  and others collect matchboxes . But, all of them say that Swee Lin's collection is the most interesting of all.","{
""question"": ""She learns a lot about animals and birds from   _  ."",
""options"": [""her teachers"", ""her friends"", ""her stamps"", ""her father""],
""answer"": ""C"",
""explanation"": ""Swee Lin likes stamps with pictures of animals and birds on them, and she learns their names from these pictures.""
}"
"America is a mobile society. Friendships between Americans can be close and real, yet disappear soon. They don't feel hurt .If the same two people meet again, even years later, they _ the friendship. This can be quite difficult for us Chinese to understand. Friendships between us develop more slowly but may become lifelong feelings, extending   deeply into both families.
There is another difficult point for us to understand .Although Americans treat friends warmly in their personal everyday lives, they don't show their politeness to them if it requires a great deal of time. But in China, we are usually generous with our time. We, as hosts, will appear at an airport even in the middle of the night to meet a friend. We may take days off from our work to act as guides to our friends. It is opposite in America .Americans can not manage the time to do a great deal with a visitor outside their daily plans. They will probably expect the visitors to get themselves from the airport to the hotels. And they expect the visitors will phone them from there. Once the visitors arrive at their homes, the welcome will be full, warm and real.
For Americans, it is often considered more friendly to invite a friend to their homes than to restaurants, except for business matters. Americans are ready to receive us foreigners at their homes, share their holidays, and their home life .So accept their hospitality  at home and enjoy your visit in America !","{
""question"": ""This passage is most probably written for  _   ."",
""options"": [""American students"", ""Chinese students"", ""Chinese visitors to America"", ""American visitors to China""],
""answer"": ""C"",
""explanation"": ""The passage focuses on explaining American customs and how they differ from Chinese customs, particularly regarding friendships and hospitality. It emphasizes that Americans may seem less hospitable than Chinese people in certain ways but are genuinely welcoming in their homes. This suggests the passage is intended for Chinese visitors to America.""
}"
"A predator  kills and eats other animals as prey .Sometimes it also becomes food for other predators. Polar bears are the largest of all the land predators. They can run across snow and swim in icy water for hours without rest. Their favorite food is seal. Not all big animals live on small animals. Hippos have heavy bodies and huge mouths. But they don't eat animals. They just eat grass.
Some predators use speed to catch their prey. Cheetahs are the fastest animals on land. They can run up to 70km an hour. Other predators use their senses to find their food. Sharks can see, smell, hear, feel and taste. They can also sense electrical currents( )from other animals' bodies. Some fish try to hide themselves, but with this sixth sense, sharks can always find them. Sharks have smooth bodies. This helps them swim without using lots of energy. They need to save their energy because they never really sleep and never stop hunting. Flying is a useful skill for many predators in the sky. The butcher bird is the most interesting predator. It has a special way of eating its prey. First it kills its prey. Then it hangs it on a fence or in a tree, just like a butcher hangs meat in his shop. Finally, it eats its prey.
Some people hunt and kill more animals than any other predator. They not only hunt for food. They also hunt for fun. They kill sharks for their fins, and tigers for skins. Those human hunters are the worst predators on Earth.","{
""question"": ""Some people are also predators, they hunt and kill more animals for   _  ."",
""options"": [""Sharks' fins"", ""Tigers' skins"", ""food"", ""food and fun""],
""answer"": ""D"",
""explanation"": ""The text states that some people hunt and kill animals not just for food but also for fun. They kill sharks for their fins and tigers for their skins.""
}"
